数据集名称,ltv_create_body,ltv_update_body,assert_ltv_name
数据集-102,"{""name"": ""新建LTV分析101"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": "">"", ""values"": [""1675134050711""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:61,1"", ""targetUser"": {""key"": ""ruv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""Web""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析101"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析101
数据集-103,"{""name"": ""新建LTV分析102"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": "">"", ""values"": [""1675134050711""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:61,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""实用""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析102"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析102
数据集-104,"{""name"": ""新建LTV分析103"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": "">"", ""values"": [""1675134050711""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:181,1"", ""targetUser"": {""key"": ""ruv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析103"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析103
数据集-105,"{""name"": ""新建LTV分析104"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""ruv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""实用""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析104"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析104
数据集-106,"{""name"": ""新建LTV分析105"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析105"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析105
数据集-107,"{""name"": ""新建LTV分析106"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""Web""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:31,1"", ""targetUser"": {""key"": ""ruv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""实用""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析106"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析106
数据集-108,"{""name"": ""新建LTV分析107"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""Web""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": []}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:5,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""实用""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析107"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析107
数据集-109,"{""name"": ""新建LTV分析108"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""Web""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""实用""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:31,1"", ""targetUser"": {""key"": ""ruv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""实用""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析108"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析108
数据集-110,"{""name"": ""新建LTV分析109"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""Web""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""实用""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""ruv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""实用""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析109"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析109
数据集-111,"{""name"": ""新建LTV分析110"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""实用""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:5,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""实用""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析110"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析110
数据集-112,"{""name"": ""新建LTV分析111"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""实用""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:181,1"", ""targetUser"": {""key"": ""ruv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""Web""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析111"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析111
数据集-113,"{""name"": ""新建LTV分析112"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""实用""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:61,1"", ""targetUser"": {""key"": ""ruv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析112"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析112
数据集-114,"{""name"": ""新建LTV分析113"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""实用""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""Web""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析113"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析113
数据集-115,"{""name"": ""新建LTV分析114"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""实用""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""ruv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析114"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析114
数据集-116,"{""name"": ""新建LTV分析115"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:31,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": []}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析115"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析115
数据集-117,"{""name"": ""新建LTV分析116"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""实用""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""实用""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:5,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析116"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析116
